,Cell,MSE,Passed,MAPE
2306,BAYGI37L,66.29,0.000000,10.85
197,BBABY12L,59.63,0.007967,7.64
1605,BBABY13L,101.73,0.008020,10.04
1453,BBABY17L,82.70,0.000000,8.51
3481,BBABY22L,56.80,0.002049,11.19
4127,BBABY23L,42.63,0.000000,9.08
1198,BBABY27L,166.94,0.000000,11.81
2309,BCLUB17L,236.27,0.010051,13.34
5122,BCLUB22L,22.95,0.008047,8.71
2723,BCLUB27L,49.57,0.008055,8.15
841,BDKIB12L,54.94,0.000000,8.17
4843,BDKIB17L,53.55,0.010067,8.31
3677,BDKIB27L,359.03,0.008002,15.47
2280,BDKIB37L,89.73,0.018055,7.41
4675,BIATA11L,5.48,0.020151,5.74
1935,BIATA12L,71.24,0.002013,8.72
1272,BIATA13L,113.40,0.010045,10.04
506,BIATA14L,139.21,0.050416,12.73
624,BIATA17L,229.74,0.010100,9.77
3401,BIATA21L,12.40,0.010049,6.39
1701,BIATA22L,116.33,0.010049,7.06
1835,BIATA23L,51.42,0.010027,9.04
4015,BIATA27L,121.88,0.010106,8.05
4831,BIBER17L,325.79,0.012048,29.32
1071,BIBER21L,63.00,0.018132,10.45
3336,BIBER22L,287.86,0.012152,16.58
4884,BIBER23L,271.86,0.018055,47.11
515,BIBER27L,332.79,0.010040,15.11
2790,BIGIR11L,12.31,0.010082,3.40
4625,BIGIR12L,22.71,0.000000,7.25
63,BIGIR13L,25.64,0.008016,5.32
2860,BIGIR17L,16.62,0.008047,8.34
2028,BIGIR21L,4.51,0.010033,4.87
1674,BIGIR22L,55.90,0.000000,8.86
4820,BIGIR23L,113.91,0.010038,9.89
3554,BIGIR27L,20.60,0.007963,7.87
4943,BIGIR31L,4.48,0.010053,3.96
3384,BIGIR32L,48.45,0.000000,8.44
3446,BIGIR33L,35.64,0.010031,7.12
1398,BIGIR34L,120.42,0.008027,9.29
3012,BIGIR37L,20.74,0.008032,7.95
3909,BIHAL11L,10.85,0.010105,6.02
143,BIHAL12L,89.55,0.008023,10.10
4965,BIHAL13L,92.23,0.002019,9.72
2520,BIHAL14L,98.31,0.008044,10.29
3658,BIHAL17L,118.19,0.008066,5.14
430,BIHAL21L,9.05,0.002016,5.19
4688,BIHAL22L,93.38,0.010042,10.04
3598,BIHAL23L,85.28,0.012144,10.54
382,BIHAL24L,58.16,0.008016,8.70
281,BIHAL27L,126.66,0.000000,11.37
1185,BIPOL17L,112.83,0.010045,11.06
824,BIPOL27L,61.22,0.002047,8.95
808,BIPOL37L,41.97,0.008019,7.58
3059,BISER12L,32.26,0.010115,8.35
353,BISER17L,31.68,0.002013,6.49
1275,BISER27L,36.14,0.010095,8.56
64,BIT0112L,22.58,0.008021,7.69
4437,BIT0113L,15.16,0.008050,5.90
1612,BIT0117L,46.24,0.008019,9.66
2734,BIT0122L,3.01,0.002047,8.56
